time,FLOW,SALT,TEMP
1990-12-19T00:00:00Z,132118.016475,0,1.997575
1990-12-20T00:00:00Z,116914.41154500001,0,1.939316
1990-12-21T00:00:00Z,118785.00849,0,1.48605
1990-12-22T00:00:00Z,50260.182539999994,0,1.524312
1990-12-23T00:00:00Z,25675.88385,0,0.793509
1990-12-24T00:00:00Z,46239.543525,0,1.85e-4
1990-12-25T00:00:00Z,29910.521085,0,0.33304
1990-12-26T00:00:00Z,56547.55299,0,1.81e-4
1990-12-27T00:00:00Z,66244.3524,0,0.157186
1990-12-28T00:00:00Z,200480.98155,0,0.182524
1990-12-29T00:00:00Z,674050.3059,0,0.144651
1990-12-30T00:00:00Z,22825.691715,0,0.07341
1990-12-31T00:00:00Z,36668.44863,0,0.102348
1991-01-01T00:00:00Z,50839.02594000001,0,0.055671
1991-01-02T00:00:00Z,46317.06918,0,0.057262
1991-01-03T00:00:00Z,43202.466315,0,0.099842
1991-01-04T00:00:00Z,45355.3038,0,0.015435
1991-01-05T00:00:00Z,0,0,0.251571
1991-01-06T00:00:00Z,0,0,0.457944
1991-01-07T00:00:00Z,0,0,0.724055
1991-01-08T00:00:00Z,0,0,0.82467
1991-01-09T00:00:00Z,0,0,0.908233
1991-01-10T00:00:00Z,0,0,1.052033
1991-01-11T00:00:00Z,0,0,0.759377
1991-01-12T00:00:00Z,0,0,0.712141
1991-01-13T00:00:00Z,0,0,1.197267
1991-01-14T00:00:00Z,0,0,1.272666
1991-01-15T00:00:00Z,0,0,1.348728
1991-01-16T00:00:00Z,0,0,1.366078
1991-01-17T00:00:00Z,0,0,1.425866
1991-01-18T00:00:00Z,0,0,1.539387
1991-01-19T00:00:00Z,0,0,1.486258
1991-01-20T00:00:00Z,0,0,1.142414
1991-01-21T00:00:00Z,0,0,1.684845
1991-01-22T00:00:00Z,0,0,1.809666
1991-01-23T00:00:00Z,0,0,1.670104
1991-01-24T00:00:00Z,0,0,1.930499
1991-01-25T00:00:00Z,0,0,2.05537
1991-01-26T00:00:00Z,0,0,2.033728
1991-01-27T00:00:00Z,0,0,1.869364
1991-01-28T00:00:00Z,0,0,1.884518
1991-01-29T00:00:00Z,0,0,1.719373
1991-01-30T00:00:00Z,0,0,2.115501
1991-01-31T00:00:00Z,0,0,2.046168
1991-02-01T00:00:00Z,0,0,1.865745
1991-02-02T00:00:00Z,0,0,1.54094
1991-02-03T00:00:00Z,0,0,1.273063
1991-02-04T00:00:00Z,0,0,0.975823
1991-02-05T00:00:00Z,0,0,0.862588
1991-02-06T00:00:00Z,0,0,0.973539
1991-02-07T00:00:00Z,0,0,1.014571
1991-02-08T00:00:00Z,0,0,1.02485
1991-02-09T00:00:00Z,0,0,1.025458
1991-02-10T00:00:00Z,0,0,1.318565
1991-02-11T00:00:00Z,0,0,1.570836
1991-02-12T00:00:00Z,0,0,1.580274
1991-02-13T00:00:00Z,0,0,0.97092
1991-02-14T00:00:00Z,0,0,0.621005
1991-02-15T00:00:00Z,0,0,1.211455
1991-02-16T00:00:00Z,0,0,1.482648
1991-02-17T00:00:00Z,0,0,0.951712
1991-02-18T00:00:00Z,0,0,0.710906
1991-02-19T00:00:00Z,0,0,0.385795
1991-02-20T00:00:00Z,0,0,0.475246
1991-02-21T00:00:00Z,0,0,0.385893
1991-02-22T00:00:00Z,0,0,0.749423
1991-02-23T00:00:00Z,0,0,0.906896
