Date,Mean_Daily_Discharge_cfs,Mean_Daily_Discharge_cms,Discharge_Scaled
2003-01-20,35.5,1.005248054,2.010496108
2003-01-21,29.7,0.841010344,1.682020688
2003-01-22,27.8,0.787208335,1.574416671
2003-01-23,22,0.622970625,1.24594125
2003-01-24,21.8,0.617307256,1.234614511
2003-01-25,25.9,0.733406327,1.466812653
2003-01-26,29.7,0.841010344,1.682020688
2003-01-27,22.8,0.645624102,1.291248205
2003-01-28,28.1,0.795703389,1.591406778
2003-01-29,28.3,0.801366759,1.602733517
2003-01-30,30.5,0.863663821,1.727327642
2003-01-31,38.9,1.101525332,2.203050665
2003-02-01,38.5,1.090198594,2.180397188
2003-02-02,29.4,0.83251529,1.66503058
2003-02-03,28.2,0.798535074,1.597070148
2003-02-04,35.6,1.008079739,2.016159477
2003-02-05,33.8,0.957109415,1.91421883
2003-02-06,35.7,1.010911423,2.021822847
2003-02-07,29.3,0.829683605,1.65936721
2003-02-08,33.7,0.95427773,1.90855546
2003-02-09,34.3,0.971267838,1.942535676
2003-02-10,31.1,0.880653929,1.761307858
2003-02-11,32.9,0.931624253,1.863248506
2003-02-12,40.3,1.141168918,2.282337835
2003-02-13,36.8,1.042059955,2.084119909
2003-02-14,39.2,1.110020386,2.220040773
2003-02-15,35.3,0.999584685,1.999169369
2003-02-16,36.8,1.042059955,2.084119909
2003-02-17,33.7,0.95427773,1.90855546
2003-02-18,38.1,1.078871855,2.15774371
2003-02-19,37.5,1.061881747,2.123763494
2003-02-20,45.3,1.282753151,2.565506301
2003-02-21,63.2,1.789624705,3.579249409
2003-02-22,68.6,1.942535676,3.885071352
2003-02-23,39.8,1.127010494,2.254020989
2003-02-24,37.1,1.050555009,2.101110017
2003-02-25,38.6,1.093030278,2.186060557
2003-02-26,35.9,1.016574793,2.033149585
2003-02-27,33,0.934455938,1.868911875
2003-02-28,37.6,1.064713432,2.129426864
2003-03-01,34.8,0.985426261,1.970852523
2003-03-02,36.8,1.042059955,2.084119909
2003-03-03,32,0.906139091,1.812278182
2003-03-04,27.8,0.787208335,1.574416671
2003-03-05,30.7,0.86932719,1.738654381
2003-03-06,40.9,1.158159026,2.316318051
2003-03-07,29.7,0.841010344,1.682020688
2003-03-08,45.4,1.285584835,2.571169671
2003-03-09,36.9,1.044891639,2.089783278
2003-03-10,32,0.906139091,1.812278182
2003-03-11,37.6,1.064713432,2.129426864
2003-03-12,37.9,1.073208486,2.146416972
2003-03-13,40.7,1.152495656,2.304991313
2003-03-14,46.9,1.328060105,2.65612021
2003-03-15,74.5,2.109605071,4.219210142
2003-03-16,85.4,2.418258699,4.836517398
2003-03-17,72.8,2.061466432,4.122932864
2003-03-18,62.2,1.761307858,3.522615716
2003-03-19,47.4,1.342218528,2.684437057
2003-03-20,48.7,1.379030429,2.758060858
2003-03-21,43.9,1.243109565,2.486219131
2003-03-22,58.6,1.65936721,3.318734421
2003-03-23,40.6,1.149663972,2.299327943
2003-03-24,50.1,1.418674014,2.837348029
2003-03-25,46.5,1.316733367,2.633466733
